data_as_on,state,city,company_name,legal_name,cin,company_website,company_status,focus_industry,focus_sector,services_provided
05-08-2026,Gujarat,Surat,SolarRootsMind Private Ltd.,SolarRootsMind Private Ltd.,U99966GJ2022OPC397411,,Early Traction,IT Software & Services,Air Quality,"D2C, B2B"
05-08-2026,Gujarat,Surat,UltraBrightCraft Pvt Ltd,UltraBrightCraft Pvt Ltd,L94295GJ2022PTC953916,,Active,IT Software & Services,Cloud Kitchen,Marketplace
05-08-2026,Gujarat,Ahmedabad,CoreCompassNetworks Pvt Ltd,CoreCompassNetworks Pvt Ltd,L18093GJ2022PTC732461,,Validation,Fisheries & Aquaculture,IT Infrastructure,"B2C, D2C, API-First"
05-08-2026,Gujarat,Ahmedabad,CruxThriveVerse LLP,CruxThriveVerse LLP,U12560GJ2021PTC237849,www.cruxthriveverse.org,Scaling,Food Processing & Packaging,Computer Vision,"AI-Powered, Consulting, AR/VR Experience"
05-08-2026,Gujarat,Ahmedabad,TerraCloudShift Pvt Ltd,TerraCloudShift Pvt Ltd,U92240GJ2023LLP444959,www.terracloudshift.in,Early Traction,Architecture & Interior Design,Omnichannel Retail,"Web Platform, Consulting, Data Analytics, D2C"
05-08-2026,Gujarat,Surat,SolarSummitCraft Pvt Ltd,SolarSummitCraft Pvt Ltd,U91525GJ2021LLP150853,www.solarsummitcraft.io,Active,Marketing & Advertising,Smart Contracts,Marketplace
05-08-2026,Gujarat,Ahmedabad,VertexProFlow Pvt. Ltd.,VertexProFlow Pvt. Ltd.,L86209GJ2018PTC626034,,Active,Photography & Videography,Retail Analytics,"D2C, Subscription, Blockchain-Based, IoT Solution"
05-08-2026,Gujarat,Ahmedabad,TrueCoreWorks LLP,TrueCoreWorks LLP,U36797GJ2023PTC346778,www.truecoreworks.com,Active,Energy & Utilities,Fleet Management,"Platform, Mobile App, Data Analytics, Subscription"
05-08-2026,Gujarat,Surat,SageNimbleLogic OPC Private Limited,SageNimbleLogic OPC Private Limited,L24737GJ2018OPC938238,www.sagenimblelogic.co,Active,Metals & Mining,Farm Solutions,"B2C, B2B"
05-08-2026,Gujarat,Ahmedabad,AuraSageCraft Pvt. Ltd.,AuraSageCraft Pvt. Ltd.,L46815GJ2025PTC407835,www.aurasagecraft.co,Active,Furniture & Interiors,Computer Vision,Cloud Services
05-08-2026,Gujarat,Rajkot,EcoImpactLink Private Ltd.,EcoImpactLink Private Ltd.,L44437GJ2020OPC754851,,Active,Metals & Mining,Bio Informatics,"Web Platform, Platform"
05-08-2026,Gujarat,Surat,PixelBoltNetworks LLP,PixelBoltNetworks LLP,L38423GJ2023LLP507797,,Early Traction,Logistics & Warehousing,Esports Platform,"API-First, On-Demand"
05-08-2026,Gujarat,Ahmedabad,SwiftAgriBase OPC Private Limited,SwiftAgriBase OPC Private Limited,U67347GJ2019PTC686581,www.swiftagribase.tech,Active,Dairy & Livestock,Organic Food,"Data Analytics, AR/VR Experience, Custom Development"
05-08-2026,Gujarat,Bhavnagar,SummitRedFlow Pvt. Ltd.,SummitRedFlow Pvt. Ltd.,U41435GJ2019LLP287492,www.summitredflow.co,Active,Jewellery & Precious Metals,Industrial IoT,"API-First, B2C, Marketplace"
05-08-2026,Gujarat,Vadodara,FluxGenSolutions LLP,FluxGenSolutions LLP,L36493GJ2017PTC140882,,Scaling,Chemicals & Dyes,Diagnostics,Web Platform
05-08-2026,Gujarat,Amreli,ImpactApexPoint Private Ltd.,ImpactApexPoint Private Ltd.,U73268GJ2023OPC488519,www.impactapexpoint.co,Active,Telecommunications,Agri-Marketplace,"AR/VR Experience, IoT Solution, B2B"
05-08-2026,Gujarat,Bhavnagar,SpectrumProPixel Pvt Ltd,SpectrumProPixel Pvt Ltd,U82682GJ2020OPC370099,www.spectrumpropixel.org,Active,Hospitality & Travel,Enterprise IT,Freemium
05-08-2026,Gujarat,Jamnagar,FinBrightFlow OPC Private Limited,FinBrightFlow OPC Private Limited,U41639GJ2020PTC789954,www.finbrightflow.com,Scaling,Textiles & Garments,Fleet Management,"AI-Powered, Custom Development"
05-08-2026,Gujarat,Ahmedabad,FinSageVerse OPC Pvt. Ltd.,FinSageVerse OPC Pvt. Ltd.,L44926GJ2022OPC745893,,Prototype,Industrial Manufacturing,EV Manufacturing,"Mobile App, Freemium, Cloud Services"
05-08-2026,Gujarat,Ahmedabad,SmartMomentumDynamics LLP,SmartMomentumDynamics LLP,U64720GJ2022OPC430530,,Validation,Retail & Consumer Goods,Bio Informatics,"API-First, Mobile App, White-Label"
05-08-2026,Gujarat,Vadodara,RedSolarForce OPC Private Limited,RedSolarForce OPC Private Limited,L14094GJ2016PTC386003,www.redsolarforce.io,Active,Home Furnishing,Specialty Chemicals,Marketplace
05-08-2026,Gujarat,Bhavnagar,NovaSmartByte LLP,NovaSmartByte LLP,L79206GJ2023OPC797734,,Active,Precision Engineering,Diagnostics,"Marketplace, Data Analytics, Web Platform"
05-08-2026,Gujarat,Rajkot,XenoSummitCraft Private Ltd.,XenoSummitCraft Private Ltd.,U31394GJ2022PTC720036,www.xenosummitcraft.org,Scaling,Textiles & Garments,Industrial IoT,AI-Powered
05-08-2026,Gujarat,Vadodara,MomentumMediDigital OPC Pvt. Ltd.,MomentumMediDigital OPC Pvt. Ltd.,L61835GJ2018PTC270748,www.momentummedidigital.com,Active,Paper & Publishing,IT Consulting,Managed Services
05-08-2026,Gujarat,Gondal,TridentTerraNexus OPC Private Limited,TridentTerraNexus OPC Private Limited,L36209GJ2022LLP372556,www.tridentterranexus.io,Early Traction,Security & Surveillance,Bio Pharma,"On-Demand, White-Label, Data Analytics"
05-08-2026,Gujarat,Bhavnagar,PureCyberLabs Pvt Ltd,PureCyberLabs Pvt Ltd,L34465GJ2023OPC574438,,Early Traction,Security & Surveillance,Machine Learning,Data Analytics
05-08-2026,Gujarat,Mehsana,RootsVibrantWorks Private Limited,RootsVibrantWorks Private Limited,U73898GJ2024OPC746550,www.rootsvibrantworks.co,Active,Handicrafts & Art,Sustainable Fashion,"IoT Solution, Marketplace, SaaS"
05-08-2026,Gujarat,Vadodara,FusionZealBase Pvt Ltd,FusionZealBase Pvt Ltd,L21043GJ2020LLP515979,,Active,Fashion & Accessories,Social Commerce,"Mobile App, White-Label"
05-08-2026,Gujarat,Vadodara,ZenIrisFlow Pvt Ltd,ZenIrisFlow Pvt Ltd,U72188GJ2018LLP367168,,Early Traction,Cloud Computing & SaaS,Enterprise IT,Marketplace
05-08-2026,Gujarat,Ahmedabad,VelocityLuminaCraft Private Limited,VelocityLuminaCraft Private Limited,U18434GJ2025OPC653966,,Validation,Cement & Building Materials,Project Management,"Data Analytics, Mobile App, SaaS"
05-08-2026,Gujarat,Ahmedabad,TrueLogiLink LLP,TrueLogiLink LLP,U16371GJ2019PTC475786,,Scaling,Automobile & Components,Connected Vehicles,Blockchain-Based
05-08-2026,Gujarat,Surat,TridentNeoPoint LLP,TridentNeoPoint LLP,U93987GJ2020OPC273182,www.tridentneopoint.org,Early Traction,Architecture & Interior Design,Construction Tech,"B2B, API-First, Blockchain-Based"
05-08-2026,Gujarat,Vadodara,AuraCloudCraft OPC Pvt. Ltd.,AuraCloudCraft OPC Pvt. Ltd.,U85877GJ2025OPC773926,,Active,Precision Engineering,D2C Platform,"AI-Powered, Mobile App"
05-08-2026,Gujarat,Jetpur,TerraTerraMind Private Ltd.,TerraTerraMind Private Ltd.,L23883GJ2023LLP526112,www.terraterramind.in,Active,Social Impact & NGO,Contract Management,Subscription
05-08-2026,Gujarat,Junagadh,BridgeHelixShift OPC Pvt. Ltd.,BridgeHelixShift OPC Pvt. Ltd.,U97446GJ2025LLP591068,www.bridgehelixshift.com,Active,Human Resources & Staffing,Skill Development,"Blockchain-Based, Subscription"
05-08-2026,Gujarat,Nadiad,TerraLuminaPoint OPC Pvt. Ltd.,TerraLuminaPoint OPC Pvt. Ltd.,U81072GJ2021OPC774817,www.terraluminapoint.tech,Scaling,Health & Wellness,Public Transit,Custom Development
05-08-2026,Gujarat,Rajkot,XenoRedSolutions Pvt Ltd,XenoRedSolutions Pvt Ltd,L95845GJ2017LLP112695,,Validation,Education & Skill Development,Crop Analytics,"White-Label, SaaS, B2C"
05-08-2026,Gujarat,Kutch,BrightFusionMind Pvt Ltd,BrightFusionMind Pvt Ltd,L31579GJ2024PTC264713,,Scaling,Financial Services & Insurance,Mobile Gaming,"B2B, Blockchain-Based"
05-08-2026,Gujarat,Rajkot,AeroCloudHub LLP,AeroCloudHub LLP,U92904GJ2025OPC534864,,Scaling,IT Software & Services,Green Chemistry,"B2C, B2B, Freemium, Platform"
05-08-2026,Gujarat,Vapi,NimbleImpactCraft Private Limited,NimbleImpactCraft Private Limited,U51994GJ2025PTC426652,,Active,Industrial Manufacturing,Accessories,"D2C, B2B, Subscription"
05-08-2026,Gujarat,Vadodara,LaunchCruxSolutions Private Ltd.,LaunchCruxSolutions Private Ltd.,U51563GJ2020PTC801523,www.launchcruxsolutions.io,Prototype,Textiles & Garments,Diagnostics,"White-Label, Subscription"
05-08-2026,Gujarat,Rajkot,PulseInnoStack Pvt Ltd,PulseInnoStack Pvt Ltd,L19212GJ2024PTC519498,,Active,Waste Management,Vocational Training,On-Demand
05-08-2026,Gujarat,Vadodara,SolarisNovaCraft OPC Private Limited,SolarisNovaCraft OPC Private Limited,L42284GJ2021PTC306136,,Active,Semiconductor & Electronics,Cloud Kitchen,"Data Analytics, Web Platform, Custom Development"
05-08-2026,Gujarat,Anand,BioSwiftPoint Pvt. Ltd.,BioSwiftPoint Pvt. Ltd.,L10602GJ2017LLP723280,,Active,Forestry & Timber,Quality Control,On-Demand
05-08-2026,Gujarat,Ahmedabad,SolarisSpectrumWorks Pvt Ltd,SolarisSpectrumWorks Pvt Ltd,U43335GJ2017OPC607516,,Active,Cybersecurity & Risk,Lending,"Data Analytics, API-First"
05-08-2026,Gujarat,Himmatnagar,CatalystRapidDigital Private Limited,CatalystRapidDigital Private Limited,U94201GJ2021LLP958090,www.catalystrapiddigital.net,Scaling,Forestry & Timber,Telemedicine,"Custom Development, Platform, AI-Powered"
05-08-2026,Gujarat,Surat,GearAgriFlow OPC Pvt. Ltd.,GearAgriFlow OPC Pvt. Ltd.,L21763GJ2021PTC724528,,Scaling,Gaming & Interactive Media,Agri-Logistics,"Cloud Services, API-First, AI-Powered, Data Analytics"
05-08-2026,Gujarat,Rajkot,CyberSolarVerse Private Ltd.,CyberSolarVerse Private Ltd.,U19577GJ2021LLP963522,,Active,Rubber & Plastics,DevOps,"AI-Powered, B2B, Platform"
05-08-2026,Gujarat,Surat,BrightVoyageCodex LLP,BrightVoyageCodex LLP,U67902GJ2023PTC536115,,Active,Home Furnishing,Health Records,White-Label
05-08-2026,Gujarat,Morbi,GenOmniSystems Private Limited,GenOmniSystems Private Limited,U56389GJ2024OPC472744,www.genomnisystems.in,Scaling,Architecture & Interior Design,Water Tech,Freemium
05-08-2026,Gujarat,Surat,ZenEduByte OPC Pvt. Ltd.,ZenEduByte OPC Pvt. Ltd.,U45321GJ2021PTC597152,,Early Traction,Marketing & Advertising,Cold Chain,"SaaS, Custom Development"
05-08-2026,Gujarat,Surat,HelixApexStack Pvt. Ltd.,HelixApexStack Pvt. Ltd.,U73965GJ2019PTC979688,,Early Traction,Industrial Manufacturing,Online Marketplace,B2B
05-08-2026,Gujarat,Porbandar,RisePrimeBase Pvt. Ltd.,RisePrimeBase Pvt. Ltd.,U98526GJ2022PTC703946,www.riseprimebase.co,Prototype,Retail & Consumer Goods,Mobility Solutions,"AI-Powered, Freemium"
05-08-2026,Gujarat,Ahmedabad,BrightBoltLogic Pvt Ltd,BrightBoltLogic Pvt Ltd,L30451GJ2018PTC534161,,Active,Industrial Manufacturing,Water Tech,"Custom Development, On-Demand, Subscription"
05-08-2026,Gujarat,Surat,QuantumSageForce Pvt Ltd,QuantumSageForce Pvt Ltd,U65313GJ2017OPC556134,,Validation,Gaming & Interactive Media,Higher Ed,"Data Analytics, Web Platform"
05-08-2026,Gujarat,Ahmedabad,UrbanSynthShift OPC Pvt. Ltd.,UrbanSynthShift OPC Pvt. Ltd.,U91181GJ2019LLP283708,,Scaling,Fashion & Accessories,Energy Storage,"On-Demand, Blockchain-Based, B2B, Platform"
05-08-2026,Gujarat,Surat,PureSwiftDynamics Private Limited,PureSwiftDynamics Private Limited,L51620GJ2021PTC839750,www.pureswiftdynamics.io,Active,Life Sciences & Pharmaceuticals,Fashion Tech,SaaS
05-08-2026,Gujarat,Gandhinagar,OrbitUrbanWing Private Limited,OrbitUrbanWing Private Limited,L73092GJ2022LLP591427,www.orbiturbanwing.org,Active,Waste Management,Organic Food,On-Demand
05-08-2026,Gujarat,Ahmedabad,AeroDigiSystems OPC Pvt. Ltd.,AeroDigiSystems OPC Pvt. Ltd.,U92276GJ2021LLP844224,,Early Traction,Health & Wellness,Hospitality Tech,On-Demand
05-08-2026,Gujarat,Rajkot,RootsSparkVerse Pvt Ltd,RootsSparkVerse Pvt Ltd,U43454GJ2021LLP730811,www.rootssparkverse.co,Early Traction,Automobile & Components,Telemedicine,"B2B, Blockchain-Based, White-Label, Web Platform"
05-08-2026,Gujarat,Bharuch,GreenKarmaSystems OPC Private Limited,GreenKarmaSystems OPC Private Limited,L25033GJ2024PTC499232,,Prototype,Photography & Videography,Sustainability,"Blockchain-Based, Managed Services, Data Analytics"
05-08-2026,Gujarat,Gandhinagar,XenoFluxMind OPC Private Limited,XenoFluxMind OPC Private Limited,U90880GJ2025PTC439617,www.xenofluxmind.io,Active,Consulting & Advisory,IT Infrastructure,"B2B, Freemium, Mobile App, Web Platform"
05-08-2026,Gujarat,Ahmedabad,DataRootsPixel Private Ltd.,DataRootsPixel Private Ltd.,U31112GJ2022LLP317105,,Active,Consulting & Advisory,Health Records,"Custom Development, Cloud Services"
05-08-2026,Gujarat,Gandhinagar,PrimeGearHub Pvt Ltd,PrimeGearHub Pvt Ltd,U31261GJ2023OPC834090,,Active,Robotics & Automation,Organic Food,"Freemium, SaaS"
05-08-2026,Gujarat,Vadodara,ZealPureFlow OPC Private Limited,ZealPureFlow OPC Private Limited,L20909GJ2023PTC436799,www.zealpureflow.com,Early Traction,Life Sciences & Pharmaceuticals,D2C Platform,White-Label
05-08-2026,Gujarat,Surat,BluePioneerDigital LLP,BluePioneerDigital LLP,U16665GJ2021OPC971881,www.bluepioneerdigital.in,Active,Biotechnology,NLP,"Managed Services, API-First"
05-08-2026,Gujarat,Gandhinagar,GearTechLink OPC Private Limited,GearTechLink OPC Private Limited,U64179GJ2016OPC630747,www.geartechlink.com,Active,Environmental Services,Telemedicine,Platform
05-08-2026,Gujarat,Surat,CloudCruxSystems LLP,CloudCruxSystems LLP,L91921GJ2018PTC718461,,Active,Food Processing & Packaging,B2B Marketplace,"Platform, B2C, Cloud Services, AR/VR Experience"
05-08-2026,Gujarat,Gandhinagar,KarmaPioneerForce Private Ltd.,KarmaPioneerForce Private Ltd.,U66824GJ2021LLP206510,,Scaling,Furniture & Interiors,Dispute Resolution,"Data Analytics, Blockchain-Based, Freemium"
05-08-2026,Gujarat,Surat,LaunchOmniHub Pvt. Ltd.,LaunchOmniHub Pvt. Ltd.,L41783GJ2024OPC735923,www.launchomnihub.tech,Active,Transport & Mobility,Fashion Tech,"SaaS, Marketplace"
05-08-2026,Gujarat,Ahmedabad,VelocityFinSolutions LLP,VelocityFinSolutions LLP,L51746GJ2016PTC611768,,Active,Home Furnishing,Waste Management,"Platform, Data Analytics, Freemium"
05-08-2026,Gujarat,Ahmedabad,OmniVibrantHub Private Ltd.,OmniVibrantHub Private Ltd.,U46490GJ2025LLP604286,,Active,Energy & Utilities,Quality Control,"Blockchain-Based, AR/VR Experience, D2C"
05-08-2026,Gujarat,Gandhinagar,FinZealDigital Pvt. Ltd.,FinZealDigital Pvt. Ltd.,L30549GJ2021PTC270411,,Active,Biotechnology,IT Consulting,"Custom Development, Platform, B2C"
05-08-2026,Gujarat,Ahmedabad,LoopPureLogic Private Ltd.,LoopPureLogic Private Ltd.,L35453GJ2024OPC290696,,Prototype,Cloud Computing & SaaS,Public Transit,"AI-Powered, D2C, Platform, Data Analytics"
05-08-2026,Gujarat,Nadiad,TrueAlphaNexus OPC Pvt. Ltd.,TrueAlphaNexus OPC Pvt. Ltd.,L49190GJ2018PTC754321,,Active,Marketing & Advertising,Network Security,"IoT Solution, Data Analytics, White-Label, SaaS"
05-08-2026,Gujarat,Vadodara,SwiftSwiftStack LLP,SwiftSwiftStack LLP,L76193GJ2024PTC567384,,Active,Human Resources & Staffing,Organic Food,SaaS
05-08-2026,Gujarat,Jamnagar,InnoTerraCraft OPC Pvt. Ltd.,InnoTerraCraft OPC Pvt. Ltd.,L82603GJ2024PTC602946,www.innoterracraft.tech,Scaling,Forestry & Timber,Construction Tech,"Managed Services, Data Analytics"
05-08-2026,Gujarat,Anand,DigiAeroSolutions Pvt Ltd,DigiAeroSolutions Pvt Ltd,L21688GJ2019PTC302131,www.digiaerosolutions.tech,Active,Consulting & Advisory,K-12 Learning,"API-First, Platform, B2B"
05-08-2026,Gujarat,Ahmedabad,WaveTechVerse OPC Private Limited,WaveTechVerse OPC Private Limited,L45713GJ2022PTC526964,www.wavetechverse.net,Active,Robotics & Automation,Sustainability,Marketplace
05-08-2026,Gujarat,Surat,CorePathBase OPC Private Limited,CorePathBase OPC Private Limited,U48025GJ2024PTC757633,www.corepathbase.co,Early Traction,Consulting & Advisory,Higher Ed,API-First
05-08-2026,Gujarat,Surat,DeltaAeroDynamics OPC Private Limited,DeltaAeroDynamics OPC Private Limited,U88693GJ2023LLP370349,,Active,Biotechnology,Project Management,"Consulting, IoT Solution"
05-08-2026,Gujarat,Bharuch,SynthDeltaShift LLP,SynthDeltaShift LLP,U26553GJ2025LLP182068,www.synthdeltashift.net,Validation,Automobile & Components,Vocational Training,SaaS
05-08-2026,Gujarat,Ahmedabad,CompassMediSolutions OPC Pvt. Ltd.,CompassMediSolutions OPC Pvt. Ltd.,L40594GJ2021OPC919827,,Active,Real Estate & Housing,Food Processing,"Consulting, IoT Solution"
05-08-2026,Gujarat,Vadodara,UrbanZyphrHub Pvt. Ltd.,UrbanZyphrHub Pvt. Ltd.,L64781GJ2021LLP634096,www.urbanzyphrhub.tech,Active,Human Resources & Staffing,DevOps,"Managed Services, White-Label, Marketplace, Web Platform"
05-08-2026,Gujarat,Ahmedabad,TridentThrivePoint Private Limited,TridentThrivePoint Private Limited,U80412GJ2020OPC666888,www.tridentthrivepoint.org,Active,Health & Wellness,Petrochemicals,"Managed Services, Data Analytics"
05-08-2026,Gujarat,Surat,HyperLaunchPoint Pvt Ltd,HyperLaunchPoint Pvt Ltd,L25852GJ2022LLP678813,www.hyperlaunchpoint.net,Active,IT Software & Services,Petrochemicals,"Freemium, Managed Services"
05-08-2026,Gujarat,Ahmedabad,MaxSwiftMind OPC Private Limited,MaxSwiftMind OPC Private Limited,L76514GJ2020OPC229262,www.maxswiftmind.com,Prototype,Digital Media & Content,Bio Pharma,"White-Label, Freemium"
05-08-2026,Gujarat,Vadodara,ProTerraLink Pvt. Ltd.,ProTerraLink Pvt. Ltd.,U49242GJ2022PTC491415,www.proterralink.co,Prototype,Dairy & Livestock,D2C Platform,"D2C, B2B, Data Analytics, White-Label"
05-08-2026,Gujarat,Ahmedabad,ZenOrbitForce Pvt Ltd,ZenOrbitForce Pvt Ltd,L34091GJ2021OPC481465,www.zenorbitforce.in,Prototype,Robotics & Automation,Online Marketplace,"Custom Development, Data Analytics, B2C, SaaS"
05-08-2026,Gujarat,Rajkot,VertexEduDynamics Private Limited,VertexEduDynamics Private Limited,L11406GJ2025OPC893239,www.vertexedudynamics.tech,Active,Paper & Publishing,Apparel D2C,"Data Analytics, Managed Services, Platform"
05-08-2026,Gujarat,Gandhinagar,RapidLaunchMind Pvt. Ltd.,RapidLaunchMind Pvt. Ltd.,U60661GJ2023PTC927514,www.rapidlaunchmind.net,Scaling,E-Commerce & Online Marketplace,Generative AI,"Platform, AI-Powered, White-Label"
05-08-2026,Gujarat,Surat,BrightImpactSolutions Private Ltd.,BrightImpactSolutions Private Ltd.,L81550GJ2019LLP529287,www.brightimpactsolutions.org,Active,Security & Surveillance,ERP Solutions,"Cloud Services, Platform"
05-08-2026,Gujarat,Ahmedabad,BrightRiseCodex OPC Private Limited,BrightRiseCodex OPC Private Limited,L67695GJ2025PTC328854,,Prototype,Waste Management,Food Delivery,Marketplace
05-08-2026,Gujarat,Vadodara,ScaleDigiLogic Pvt Ltd,ScaleDigiLogic Pvt Ltd,U87092GJ2022OPC746357,,Early Traction,Food Processing & Packaging,MedTech,"Consulting, Data Analytics"
05-08-2026,Gujarat,Rajkot,GenPathDigital Private Limited,GenPathDigital Private Limited,L27278GJ2025LLP388653,,Active,Rubber & Plastics,D2C Platform,B2C
05-08-2026,Gujarat,Ahmedabad,CyberGreenPixel Pvt. Ltd.,CyberGreenPixel Pvt. Ltd.,L32645GJ2019OPC923344,www.cybergreenpixel.io,Active,Events & Conferencing,Computer Vision,Platform
05-08-2026,Gujarat,Surat,LuminaEdgeNexus Pvt. Ltd.,LuminaEdgeNexus Pvt. Ltd.,L75805GJ2022PTC287816,www.luminaedgenexus.io,Scaling,Cement & Building Materials,IT Infrastructure,IoT Solution
05-08-2026,Gujarat,Surat,LuminaMediVerse Private Limited,LuminaMediVerse Private Limited,L15060GJ2021OPC435650,,Prototype,Events & Conferencing,NLP,"Custom Development, White-Label, Platform"
05-08-2026,Gujarat,Surat,NovaFinSolutions LLP,NovaFinSolutions LLP,U39201GJ2022PTC895222,www.novafinsolutions.org,Active,Cloud Computing & SaaS,Legal Compliance,"Cloud Services, Freemium"
05-08-2026,Gujarat,Mehsana,UrbanNeoVerse Private Ltd.,UrbanNeoVerse Private Ltd.,U17124GJ2022LLP960044,www.urbanneoverse.io,Active,Fisheries & Aquaculture,Computer Vision,"Freemium, B2B, White-Label, AR/VR Experience"
05-08-2026,Gujarat,Junagadh,NovaSolarMind OPC Pvt. Ltd.,NovaSolarMind OPC Pvt. Ltd.,L38826GJ2021OPC649784,,Early Traction,Precision Engineering,IT Consulting,"D2C, B2B"
05-08-2026,Gujarat,Bhavnagar,FusionCyberCodex Pvt Ltd,FusionCyberCodex Pvt Ltd,L67868GJ2022PTC620680,www.fusioncybercodex.tech,Scaling,Cement & Building Materials,Telemedicine,"Subscription, Managed Services, Custom Development"
05-08-2026,Gujarat,Rajkot,ZenOmniPixel OPC Pvt. Ltd.,ZenOmniPixel OPC Pvt. Ltd.,U48055GJ2021LLP117487,www.zenomnipixel.org,Active,Consulting & Advisory,K-12 Learning,"White-Label, On-Demand, Platform, Managed Services"
05-08-2026,Gujarat,Surat,GearAlphaCraft OPC Pvt. Ltd.,GearAlphaCraft OPC Pvt. Ltd.,U34130GJ2021PTC264674,,Early Traction,Glass & Ceramics,Agricultural Biotech,"IoT Solution, API-First, Freemium"
05-08-2026,Gujarat,Vadodara,ZyphrAgriDigital Private Ltd.,ZyphrAgriDigital Private Ltd.,U67732GJ2021PTC374443,www.zyphragridigital.co,Scaling,Health & Wellness,Cold Chain,Marketplace
05-08-2026,Gujarat,Ahmedabad,AgriHydroSystems Private Ltd.,AgriHydroSystems Private Ltd.,U57007GJ2020PTC437012,,Early Traction,Energy & Utilities,OTT Platform,"IoT Solution, Web Platform, Managed Services, Subscription"
05-08-2026,Gujarat,Junagadh,CoreEduLabs Private Limited,CoreEduLabs Private Limited,U37707GJ2021PTC174487,www.coreedulabs.in,Early Traction,Jewellery & Precious Metals,B2B Marketplace,"Subscription, On-Demand, Blockchain-Based"
05-08-2026,Gujarat,Ahmedabad,HyperInnoTech Private Ltd.,HyperInnoTech Private Ltd.,U37663GJ2020LLP708326,,Scaling,Consulting & Advisory,Last-Mile Delivery,"Cloud Services, Platform, AI-Powered, Custom Development"
05-08-2026,Gujarat,Ahmedabad,AgriVelocityLabs OPC Private Limited,AgriVelocityLabs OPC Private Limited,U70957GJ2022LLP669346,,Active,Events & Conferencing,Online Marketplace,"B2C, Web Platform, B2B, SaaS"
05-08-2026,Gujarat,Junagadh,QuestRiseShift Pvt. Ltd.,QuestRiseShift Pvt. Ltd.,L66573GJ2021OPC979757,,Active,Life Sciences & Pharmaceuticals,Food Delivery,"Cloud Services, B2B, AR/VR Experience"
05-08-2026,Gujarat,Surat,OmniSageStack Private Ltd.,OmniSageStack Private Ltd.,U10038GJ2020LLP804156,www.omnisagestack.org,Early Traction,Photography & Videography,IT Infrastructure,"Web Platform, White-Label, B2C"
05-08-2026,Gujarat,Surat,EcoSageLogic Pvt. Ltd.,EcoSageLogic Pvt. Ltd.,U63717GJ2023OPC205752,www.ecosagelogic.tech,Early Traction,Agriculture & Allied Services,DevOps,Platform
05-08-2026,Gujarat,Surat,AeroLoopLogic OPC Private Limited,AeroLoopLogic OPC Private Limited,L75119GJ2019OPC300993,www.aerolooplogic.tech,Scaling,Transport & Mobility,Machine Learning,"Consulting, Web Platform, Platform"
05-08-2026,Gujarat,Bhavnagar,ImpactAuraMind Private Ltd.,ImpactAuraMind Private Ltd.,L32857GJ2021LLP226325,,Early Traction,Digital Media & Content,Agri-Logistics,Platform
05-08-2026,Gujarat,Surat,VertexSolarStack Pvt Ltd,VertexSolarStack Pvt Ltd,U50837GJ2024PTC944919,www.vertexsolarstack.co,Active,Jewellery & Precious Metals,D2C Platform,"SaaS, D2C"
05-08-2026,Gujarat,Porbandar,DigiHydroSpace Pvt. Ltd.,DigiHydroSpace Pvt. Ltd.,L61182GJ2022PTC382565,,Active,Automobile & Components,NLP,On-Demand
05-08-2026,Gujarat,Rajkot,VertexApexWorks OPC Private Limited,VertexApexWorks OPC Private Limited,L44781GJ2023PTC596311,www.vertexapexworks.com,Early Traction,Health & Wellness,Music Tech,API-First
05-08-2026,Gujarat,Junagadh,LogiVibrantStack Pvt Ltd,LogiVibrantStack Pvt Ltd,U15568GJ2023LLP745821,www.logivibrantstack.in,Active,Dairy & Livestock,DevOps,B2C
05-08-2026,Gujarat,Surat,DigiVoyageDigital Private Ltd.,DigiVoyageDigital Private Ltd.,U19420GJ2021LLP156413,,Prototype,Fashion & Accessories,DevOps,"Web Platform, API-First, Platform"
05-08-2026,Gujarat,Surat,LoopPathTech Pvt. Ltd.,LoopPathTech Pvt. Ltd.,U11008GJ2021OPC651075,www.looppathtech.org,Active,Logistics & Warehousing,Micro-Grid,"Consulting, Platform, Data Analytics"
05-08-2026,Gujarat,Ahmedabad,SynthCoreTech Private Ltd.,SynthCoreTech Private Ltd.,L91926GJ2023LLP989985,,Early Traction,Rubber & Plastics,Machine Learning,"Blockchain-Based, Managed Services, AR/VR Experience, Marketplace"
05-08-2026,Gujarat,Junagadh,QuantumIrisVerse LLP,QuantumIrisVerse LLP,U90698GJ2017OPC993047,,Early Traction,Photography & Videography,CRM SaaS,"Data Analytics, AI-Powered"
05-08-2026,Gujarat,Anand,AeroBridgeSpace Pvt. Ltd.,AeroBridgeSpace Pvt. Ltd.,U79424GJ2019OPC817778,,Early Traction,Agriculture & Allied Services,Generative AI,On-Demand
05-08-2026,Gujarat,Ahmedabad,SpectrumVelocityStack Pvt Ltd,SpectrumVelocityStack Pvt Ltd,L76391GJ2024LLP963353,www.spectrumvelocitystack.co,Active,Waste Management,DevOps,"Platform, Marketplace, Cloud Services, B2C"
05-08-2026,Gujarat,Ahmedabad,NimbleUpwardTech OPC Pvt. Ltd.,NimbleUpwardTech OPC Pvt. Ltd.,U58358GJ2022LLP987849,,Prototype,Jewellery & Precious Metals,Micro-Grid,"Cloud Services, Data Analytics, D2C, SaaS"
